,ORG,PER,LOC,DATE,Mean
lug,0.9956913,0.9980772,0.99771947,0.9858699,0.99433947
kin,0.99280953,0.9932395,0.9959005,0.98817563,0.9925313
nya,0.99320304,0.9953817,0.9934164,0.9845218,0.9916308
sna,0.99089456,0.99022174,0.9933057,0.9881834,0.99065137
xho,0.98873997,0.9809007,0.9903646,0.98933315,0.9873346
luo,0.9873426,0.99196863,0.9909444,0.9742649,0.9861301
tsn,0.98888606,0.9884479,0.9852441,0.9806551,0.98580825
zul,0.9835913,0.99135244,0.98914135,0.9756322,0.9849293
wol,0.98311627,0.9856025,0.9829478,0.97433126,0.98149943
hau,0.9785016,0.98417103,0.9787028,0.9828635,0.98105973
ibo,0.9740595,0.9880509,0.985942,0.9724747,0.98013175
swa,0.97832453,0.9876684,0.9791519,0.96959174,0.9786842
twi,0.98448336,0.9858874,0.9758414,0.96667886,0.9782228
bam,0.96593547,0.9791133,0.97442496,0.9739433,0.9733542
ewe,0.97657466,0.97884965,0.9729428,0.9628223,0.9727974
mos,0.9768703,0.9838432,0.9595672,0.9638335,0.97102857
yor,0.95729697,0.9589727,0.9555361,0.9450741,0.95421994
pcm,0.95910954,0.9732388,0.9525458,0.92306846,0.95199066
fon,0.9532273,0.9673077,0.9441242,0.89687717,0.94038415
bbj,0.92157674,0.95261806,0.8804223,0.92002213,0.9186598
