layer,model,rank_type,language,cosine
1,xlmr,top5,kin,0.9999427619652871
1,xlmr,top5,luo,0.9999260138242673
1,xlmr,top5,twi,0.9999248095047779
1,xlmr,top5,zul,0.9998383735999082
1,xlmr,top5,ewe,0.9998180552934989
1,xlmr,worst5,hau,0.9990455355399694
1,xlmr,worst5,bbj,0.9993598484075986
1,xlmr,worst5,pcm,0.9994648970090426
1,xlmr,worst5,bam,0.99950583699422
1,xlmr,worst5,fon,0.9995404000465686
2,xlmr,top5,kin,0.999993736927326
2,xlmr,top5,luo,0.9999886850516001
2,xlmr,top5,twi,0.999987182708887
2,xlmr,top5,zul,0.9999764936092572
2,xlmr,top5,ewe,0.9999724404934125
2,xlmr,worst5,hau,0.9999012450377146
2,xlmr,worst5,pcm,0.9999165450915312
2,xlmr,worst5,bbj,0.9999289887073712
2,xlmr,worst5,ibo,0.9999311833809583
2,xlmr,worst5,bam,0.9999335064337804
3,xlmr,top5,kin,0.9999928573767344
3,xlmr,top5,twi,0.9999907047320635
3,xlmr,top5,luo,0.9999902821504153
3,xlmr,top5,zul,0.9999880225230486
3,xlmr,top5,ewe,0.999987006951601
3,xlmr,worst5,pcm,0.9999479246445191
3,xlmr,worst5,swa,0.9999504440870041
3,xlmr,worst5,yor,0.9999705507205083
3,xlmr,worst5,xho,0.9999731190693684
3,xlmr,worst5,nya,0.99997473297975
4,xlmr,top5,kin,0.99999449803279
4,xlmr,top5,bbj,0.9999935963214972
4,xlmr,top5,tsn,0.999993215004603
4,xlmr,top5,twi,0.9999925196170807
4,xlmr,top5,zul,0.9999920572990026
4,xlmr,worst5,hau,0.9999798903098474
4,xlmr,worst5,pcm,0.9999810082790179
4,xlmr,worst5,yor,0.9999834597110748
4,xlmr,worst5,wol,0.9999852020006913
4,xlmr,worst5,mos,0.9999855924875308
5,xlmr,top5,bbj,0.9999856971344858
5,xlmr,top5,sna,0.9999852978958274
5,xlmr,top5,ibo,0.9999851775619218
5,xlmr,top5,tsn,0.9999843397230472
5,xlmr,top5,nya,0.9999837358042879
5,xlmr,worst5,hau,0.999954085305052
5,xlmr,worst5,swa,0.9999637288867302
5,xlmr,worst5,luo,0.9999708893164149
5,xlmr,worst5,lug,0.9999722714694042
5,xlmr,worst5,wol,0.9999737649593713
6,xlmr,top5,ibo,0.9999992352611614
6,xlmr,top5,bbj,0.999999186902676
6,xlmr,top5,sna,0.9999991565380456
6,xlmr,top5,tsn,0.9999991014318647
6,xlmr,top5,nya,0.9999990564472271
6,xlmr,worst5,hau,0.9999970130200656
6,xlmr,worst5,swa,0.9999978396127809
6,xlmr,worst5,lug,0.9999982017391132
6,xlmr,worst5,luo,0.9999983231976347
6,xlmr,worst5,wol,0.999998576236221
7,xlmr,top5,twi,0.99999785648202
7,xlmr,top5,yor,0.9999977350234985
7,xlmr,top5,sna,0.999997282927891
7,xlmr,top5,ibo,0.9999971091747284
7,xlmr,top5,fon,0.9999968499507544
7,xlmr,worst5,tsn,0.9999869763851166
7,xlmr,worst5,hau,0.999989279036252
7,xlmr,worst5,lug,0.9999910167285374
7,xlmr,worst5,ewe,0.9999911222817763
7,xlmr,worst5,nya,0.9999911425248632
8,xlmr,top5,luo,0.9999945568186897
8,xlmr,top5,ewe,0.9999943503311702
8,xlmr,top5,kin,0.9999932174412709
8,xlmr,top5,yor,0.9999915361404419
8,xlmr,top5,bam,0.9999900162220001
8,xlmr,worst5,bbj,0.9999208748340607
8,xlmr,worst5,fon,0.9999302636902287
8,xlmr,worst5,ibo,0.999931663274765
8,xlmr,worst5,xho,0.9999349117279053
8,xlmr,worst5,pcm,0.9999640550253526
9,xlmr,top5,kin,0.9999984525284678
9,xlmr,top5,bam,0.9999974966049194
9,xlmr,top5,yor,0.9999974370002747
9,xlmr,top5,sna,0.9999973412070956
9,xlmr,top5,mos,0.9999961661440986
9,xlmr,worst5,ibo,0.9999540746212006
9,xlmr,worst5,hau,0.9999843385984313
9,xlmr,worst5,swa,0.9999863606578899
9,xlmr,worst5,bbj,0.9999871551990509
9,xlmr,worst5,lug,0.9999884047678539
10,xlmr,top5,zul,0.9999983310699463
10,xlmr,top5,hau,0.9999980820076806
10,xlmr,top5,ewe,0.9999972518001284
10,xlmr,top5,mos,0.9999969112021583
10,xlmr,top5,swa,0.999996474811009
10,xlmr,worst5,bam,0.9999468922615051
10,xlmr,worst5,pcm,0.9999609057392392
10,xlmr,worst5,ibo,0.9999685883522034
10,xlmr,worst5,yor,0.9999738931655884
10,xlmr,worst5,fon,0.999979482506806
11,xlmr,top5,nya,0.9999822378158569
11,xlmr,top5,zul,0.9999817609786987
11,xlmr,top5,swa,0.9999733567237854
11,xlmr,top5,pcm,0.9999707362481526
11,xlmr,top5,lug,0.9999690098421914
11,xlmr,worst5,kin,0.9997242093086243
11,xlmr,worst5,luo,0.9997309105736869
11,xlmr,worst5,xho,0.9998329771416528
11,xlmr,worst5,bbj,0.9998704791069031
11,xlmr,worst5,wol,0.999874472618103
12,xlmr,top5,nya,0.9998750686645508
12,xlmr,top5,wol,0.9998444318771362
12,xlmr,top5,tsn,0.9998363852500916
12,xlmr,top5,bbj,0.99982750415802
12,xlmr,top5,ewe,0.9998169073036739
12,xlmr,worst5,hau,0.9449660245861325
12,xlmr,worst5,bam,0.9971949458122253
12,xlmr,worst5,twi,0.9983388781547546
12,xlmr,worst5,fon,0.9993594288825989
12,xlmr,worst5,swa,0.9994791150093079
