layer,model,rank_type,language,pearson
2,xlmr,top5,nya,0.9999973457280595
2,xlmr,top5,kin,0.9999972779121251
2,xlmr,top5,lug,0.9999960076807792
2,xlmr,top5,sna,0.9999957703496858
2,xlmr,top5,luo,0.9999953095341862
2,xlmr,worst5,bam,0.9999800246989842
2,xlmr,worst5,fon,0.999980242716137
2,xlmr,worst5,yor,0.9999868442132017
2,xlmr,worst5,hau,0.9999871171817197
2,xlmr,worst5,twi,0.9999873351237988
3,xlmr,top5,lug,0.9999978064648168
3,xlmr,top5,kin,0.9999971313945601
3,xlmr,top5,sna,0.9999971207001136
3,xlmr,top5,nya,0.9999967614031054
3,xlmr,top5,xho,0.9999964111322647
3,xlmr,worst5,pcm,0.999981443493745
3,xlmr,worst5,swa,0.9999873995766888
3,xlmr,worst5,fon,0.9999877278004045
3,xlmr,worst5,ibo,0.9999905001691269
3,xlmr,worst5,ewe,0.9999906244246837
10,xlmr,top5,ibo,0.9999966403522047
10,xlmr,top5,twi,0.9999959995138629
10,xlmr,top5,xho,0.999995197291365
10,xlmr,top5,nya,0.9999950295720103
10,xlmr,top5,sna,0.999994347717232
10,xlmr,worst5,pcm,0.9999649067315176
10,xlmr,worst5,bbj,0.9999866936887208
10,xlmr,worst5,swa,0.9999873044321561
10,xlmr,worst5,wol,0.9999873335574971
10,xlmr,worst5,tsn,0.9999875401526594
12,xlmr,top5,bam,0.998250284174891
12,xlmr,top5,pcm,0.998214126380046
12,xlmr,top5,ewe,0.9980305142442062
12,xlmr,top5,swa,0.997959840935146
12,xlmr,top5,hau,0.9977831661037515
12,xlmr,worst5,zul,0.9906785738959607
12,xlmr,worst5,xho,0.9908138439853017
12,xlmr,worst5,fon,0.9935854636546438
12,xlmr,worst5,wol,0.993814896117875
12,xlmr,worst5,lug,0.996518236315326
