layer,model,rank_type,language,pearson
2,xlmr,top5,nya,0.9999929898611869
2,xlmr,top5,kin,0.9999928491610168
2,xlmr,top5,lug,0.9999926734736821
2,xlmr,top5,tsn,0.9999917145690925
2,xlmr,top5,luo,0.999990718930976
2,xlmr,worst5,bam,0.9999741637591371
2,xlmr,worst5,fon,0.9999768895407387
2,xlmr,worst5,yor,0.9999820221783647
2,xlmr,worst5,ibo,0.9999827705171421
2,xlmr,worst5,mos,0.9999830768306961
3,xlmr,top5,lug,0.9999966564060265
3,xlmr,top5,nya,0.9999958313909777
3,xlmr,top5,kin,0.9999955001489403
3,xlmr,top5,sna,0.9999953502661596
3,xlmr,top5,xho,0.999995048698122
3,xlmr,worst5,pcm,0.999981242670657
3,xlmr,worst5,fon,0.9999880972725883
3,xlmr,worst5,swa,0.9999890240351194
3,xlmr,worst5,bam,0.9999905613424902
3,xlmr,worst5,tsn,0.9999908284282331
10,xlmr,top5,zul,0.999994721651169
10,xlmr,top5,lug,0.9999944416408655
10,xlmr,top5,ibo,0.9999943313859023
10,xlmr,top5,xho,0.999993887152589
10,xlmr,top5,yor,0.9999935894336983
10,xlmr,worst5,pcm,0.9999831516208729
10,xlmr,worst5,bam,0.9999848377920764
10,xlmr,worst5,fon,0.9999906437888462
10,xlmr,worst5,wol,0.9999906974549273
10,xlmr,worst5,mos,0.9999910566662515
12,xlmr,top5,hau,0.9978972997077767
12,xlmr,top5,ewe,0.9975906599234797
12,xlmr,top5,zul,0.9973832675084321
12,xlmr,top5,xho,0.9969263742513506
12,xlmr,top5,bam,0.9966336199854009
12,xlmr,worst5,fon,0.9940352235102498
12,xlmr,worst5,kin,0.9945342838277232
12,xlmr,worst5,mos,0.994956002779798
12,xlmr,worst5,bbj,0.9951147570657768
12,xlmr,worst5,ibo,0.9951852039521192
