layer,model,rank_type,language,cosine
1,xlmr,top5,kin,0.9999511573049757
1,xlmr,top5,luo,0.9999439151458491
1,xlmr,top5,twi,0.999936981528413
1,xlmr,top5,nya,0.9998383923293719
1,xlmr,top5,sna,0.9998313811869403
1,xlmr,worst5,hau,0.9992068191758947
1,xlmr,worst5,fon,0.99939209690281
1,xlmr,worst5,bam,0.9994366671524796
1,xlmr,worst5,bbj,0.9994459456088496
1,xlmr,worst5,pcm,0.9995175187104668
2,xlmr,top5,kin,0.9999951451432472
2,xlmr,top5,luo,0.9999906767427532
2,xlmr,top5,twi,0.9999889357417238
2,xlmr,top5,zul,0.9999738997883267
2,xlmr,top5,nya,0.9999732133609797
2,xlmr,worst5,hau,0.9999179855670804
2,xlmr,worst5,bam,0.9999272640234504
2,xlmr,worst5,pcm,0.9999350137959898
2,xlmr,worst5,bbj,0.9999355599771138
2,xlmr,worst5,fon,0.9999420619478413
3,xlmr,top5,kin,0.9999951778673658
3,xlmr,top5,luo,0.999992815497654
3,xlmr,top5,twi,0.999991732485154
3,xlmr,top5,zul,0.9999866232373356
3,xlmr,top5,ibo,0.9999860805623672
3,xlmr,worst5,pcm,0.999963729989295
3,xlmr,worst5,swa,0.9999641744919072
3,xlmr,worst5,bbj,0.9999745336233401
3,xlmr,worst5,sna,0.9999756240377239
3,xlmr,worst5,fon,0.9999756271543067
4,xlmr,top5,kin,0.9999961389435662
4,xlmr,top5,twi,0.9999933231110666
4,xlmr,top5,luo,0.9999930889777888
4,xlmr,top5,zul,0.999991378363441
4,xlmr,top5,swa,0.9999912817493762
4,xlmr,worst5,bam,0.999979130193299
4,xlmr,worst5,hau,0.999980192948011
4,xlmr,worst5,wol,0.9999807886048859
4,xlmr,worst5,yor,0.9999807960067699
4,xlmr,worst5,pcm,0.999983047348222
5,xlmr,top5,twi,0.9999923238567278
5,xlmr,top5,kin,0.9999917320955812
5,xlmr,top5,luo,0.9999906521996641
5,xlmr,top5,tsn,0.9999883615113552
5,xlmr,top5,ewe,0.9999882399646285
5,xlmr,worst5,hau,0.9999580819622363
5,xlmr,worst5,pcm,0.9999682615005893
5,xlmr,worst5,fon,0.9999767713297426
5,xlmr,worst5,wol,0.9999773416643828
5,xlmr,worst5,mos,0.9999774238642525
6,xlmr,top5,kin,0.9999996610716277
6,xlmr,top5,twi,0.9999996147124596
6,xlmr,top5,luo,0.9999995017363354
6,xlmr,top5,ewe,0.9999994323923697
6,xlmr,top5,tsn,0.9999994133033004
6,xlmr,worst5,hau,0.9999977580082962
6,xlmr,worst5,pcm,0.999998049019209
6,xlmr,worst5,wol,0.9999987401214301
6,xlmr,worst5,fon,0.9999987701185389
6,xlmr,worst5,mos,0.9999988207630083
7,xlmr,top5,kin,0.9999983302908007
7,xlmr,top5,fon,0.9999979691567764
7,xlmr,top5,sna,0.9999977054159626
7,xlmr,top5,pcm,0.9999974042761559
7,xlmr,top5,swa,0.9999970766453962
7,xlmr,worst5,nya,0.9999892668786392
7,xlmr,worst5,hau,0.9999900409598755
7,xlmr,worst5,tsn,0.9999904624776903
7,xlmr,worst5,mos,0.9999923316481846
7,xlmr,worst5,wol,0.9999923593078563
8,xlmr,top5,kin,0.9999944462495691
8,xlmr,top5,lug,0.9999937033341602
8,xlmr,top5,twi,0.9999936004869299
8,xlmr,top5,yor,0.9999928034208958
8,xlmr,top5,tsn,0.9999927375830856
8,xlmr,worst5,ewe,0.9998887812390047
8,xlmr,worst5,swa,0.999940950496524
8,xlmr,worst5,bbj,0.9999561278648625
8,xlmr,worst5,hau,0.9999582486994126
8,xlmr,worst5,fon,0.9999604677063187
9,xlmr,top5,kin,0.9999985677524678
9,xlmr,top5,bam,0.9999973571416244
9,xlmr,top5,ewe,0.9999968739389216
9,xlmr,top5,twi,0.9999966800791545
9,xlmr,top5,luo,0.9999966702414947
9,xlmr,worst5,bbj,0.9999908185699611
9,xlmr,worst5,wol,0.999991111963698
9,xlmr,worst5,hau,0.999991558130505
9,xlmr,worst5,nya,0.9999922566043521
9,xlmr,worst5,ibo,0.9999927646905473
10,xlmr,top5,twi,0.9999980336254083
10,xlmr,top5,bam,0.9999976250731829
10,xlmr,top5,ewe,0.9999971841145487
10,xlmr,top5,zul,0.9999951182059872
10,xlmr,top5,wol,0.9999945939165874
10,xlmr,worst5,pcm,0.9999741043859315
10,xlmr,worst5,yor,0.9999744556482556
10,xlmr,worst5,fon,0.9999802778068098
10,xlmr,worst5,ibo,0.9999804004882146
10,xlmr,worst5,lug,0.9999869060747831
11,xlmr,top5,lug,0.9999848789381749
11,xlmr,top5,twi,0.9999826573631139
11,xlmr,top5,pcm,0.9999798924020193
11,xlmr,top5,swa,0.9999768282603292
11,xlmr,top5,tsn,0.9999749290132985
11,xlmr,worst5,bam,0.9998175658068611
11,xlmr,worst5,luo,0.9998524119553057
11,xlmr,worst5,bbj,0.9998696550582219
11,xlmr,worst5,zul,0.9998766820407609
11,xlmr,worst5,sna,0.999882356055732
12,xlmr,top5,kin,0.9998747023563941
12,xlmr,top5,ewe,0.9998735160503572
12,xlmr,top5,wol,0.9998506631666016
12,xlmr,top5,sna,0.9998435603762136
12,xlmr,top5,lug,0.9998171804020706
12,xlmr,worst5,fon,0.997595605919662
12,xlmr,worst5,pcm,0.9992263797417428
12,xlmr,worst5,hau,0.9994871772608711
12,xlmr,worst5,swa,0.999650366097978
12,xlmr,worst5,tsn,0.9996712491350267
