layer,model,rank_type,language,pearson
2,xlmr,top5,kin,0.9999832507909858
2,xlmr,top5,tsn,0.999982052196686
2,xlmr,top5,twi,0.9999801878418954
2,xlmr,top5,ibo,0.9999792976728994
2,xlmr,top5,zul,0.9999791955789035
2,xlmr,worst5,bam,0.9999195897572111
2,xlmr,worst5,bbj,0.9999338271603675
2,xlmr,worst5,fon,0.9999376670925448
2,xlmr,worst5,hau,0.9999427641090401
2,xlmr,worst5,pcm,0.9999475270161476
3,xlmr,top5,kin,0.999992383685349
3,xlmr,top5,twi,0.9999916718729077
3,xlmr,top5,tsn,0.99999163181342
3,xlmr,top5,ewe,0.9999907530633354
3,xlmr,top5,luo,0.9999902249693315
3,xlmr,worst5,bbj,0.9999754896338361
3,xlmr,worst5,bam,0.999975821012481
3,xlmr,worst5,fon,0.9999782089946325
3,xlmr,worst5,pcm,0.9999803193997678
3,xlmr,worst5,wol,0.9999809112061439
10,xlmr,top5,tsn,0.9999983991758413
10,xlmr,top5,luo,0.9999979148378229
10,xlmr,top5,twi,0.9999978145106785
10,xlmr,top5,kin,0.999997739482575
10,xlmr,top5,swa,0.9999974509997045
10,xlmr,worst5,fon,0.9999696662492618
10,xlmr,worst5,hau,0.9999879896838393
10,xlmr,worst5,pcm,0.9999903469082146
10,xlmr,worst5,ibo,0.9999919892413714
10,xlmr,worst5,mos,0.9999930140725448
12,xlmr,top5,nya,0.9999175023513256
12,xlmr,top5,luo,0.999913330215534
12,xlmr,top5,tsn,0.999909565684678
12,xlmr,top5,kin,0.9999085991264878
12,xlmr,top5,lug,0.9999061988204256
12,xlmr,worst5,hau,0.9959485469941046
12,xlmr,worst5,fon,0.9993326011056556
12,xlmr,worst5,pcm,0.9994171883173023
12,xlmr,worst5,bbj,0.999653787083647
12,xlmr,worst5,ibo,0.9997217597556682
