,LOC,ORG,DATE,PER,Mean
kin,0.9988298,0.9995635,0.99919033,0.99961615,0.99929994
lug,0.99861366,0.99955654,0.9991103,0.9998488,0.9992823
nya,0.9984933,0.9995723,0.99877864,0.99967813,0.9991306
sna,0.9987845,0.9993907,0.99909264,0.9992453,0.9991282
luo,0.9984914,0.999226,0.99903214,0.9995727,0.99908054
wol,0.9984817,0.9990584,0.9990147,0.99946433,0.9990048
tsn,0.9978489,0.99933165,0.9990792,0.99956834,0.99895704
ibo,0.99823695,0.9988469,0.99894625,0.99950826,0.99888456
twi,0.99782324,0.9992377,0.99844784,0.99956244,0.99876785
xho,0.9983069,0.99910176,0.9985862,0.9989833,0.99874455
zul,0.99799025,0.9991445,0.99852276,0.9992238,0.9987203
ewe,0.99782974,0.99913836,0.9982026,0.99952716,0.99867445
mos,0.99784666,0.999033,0.997909,0.99934804,0.9985342
pcm,0.9983059,0.9990917,0.99707687,0.99960655,0.99852026
swa,0.99798894,0.9987292,0.9977355,0.9994595,0.9984783
bam,0.99810624,0.9983368,0.998084,0.9993137,0.9984602
hau,0.9979495,0.9986876,0.9971695,0.99936813,0.9982937
yor,0.99726707,0.99823105,0.99817705,0.99890554,0.9981452
fon,0.997185,0.9987879,0.9962488,0.9993538,0.99789387
bbj,0.9970005,0.99790704,0.9970844,0.9994257,0.9978544
