layer,model,rank_type,language,pearson
2,xlmr,top5,kin,0.9999952063232215
2,xlmr,top5,twi,0.9999869642125492
2,xlmr,top5,luo,0.999985897869367
2,xlmr,top5,tsn,0.9999851244705916
2,xlmr,top5,ewe,0.9999805561013215
2,xlmr,worst5,bam,0.9999228751481279
2,xlmr,worst5,fon,0.9999229592726409
2,xlmr,worst5,bbj,0.9999345552042671
2,xlmr,worst5,mos,0.9999528895123369
2,xlmr,worst5,pcm,0.9999531442812019
3,xlmr,top5,kin,0.9999975464436797
3,xlmr,top5,twi,0.999996515058232
3,xlmr,top5,tsn,0.9999961462933351
3,xlmr,top5,ewe,0.9999944330845819
3,xlmr,top5,luo,0.999994015411031
3,xlmr,worst5,bbj,0.9999781422284051
3,xlmr,worst5,fon,0.999980292942503
3,xlmr,worst5,bam,0.9999832148907554
3,xlmr,worst5,pcm,0.9999849398119642
3,xlmr,worst5,mos,0.9999860137598121
10,xlmr,top5,swa,0.9999992730863518
10,xlmr,top5,kin,0.9999988410523478
10,xlmr,top5,tsn,0.999998768827558
10,xlmr,top5,luo,0.9999986314534681
10,xlmr,top5,zul,0.9999971431150855
10,xlmr,worst5,fon,0.9999653483932994
10,xlmr,worst5,hau,0.9999886987847761
10,xlmr,worst5,pcm,0.9999896857000576
10,xlmr,worst5,ibo,0.999991634658819
10,xlmr,worst5,bbj,0.9999934865742449
12,xlmr,top5,lug,0.9998965458668136
12,xlmr,top5,twi,0.9998936347146863
12,xlmr,top5,mos,0.9998300328999551
12,xlmr,top5,nya,0.999819911387055
12,xlmr,top5,zul,0.9998165269265685
12,xlmr,worst5,hau,0.9973698726091857
12,xlmr,worst5,fon,0.9991675676401998
12,xlmr,worst5,pcm,0.9994196921343357
12,xlmr,worst5,ibo,0.9995749725259765
12,xlmr,worst5,swa,0.9996711665358747
