layer,model,rank_type,language,cosine
1,xlmr,top5,sna,0.9999679128328959
1,xlmr,top5,lug,0.9999605990373172
1,xlmr,top5,kin,0.9999331625608298
1,xlmr,top5,pcm,0.999931988807825
1,xlmr,top5,xho,0.9999248607036395
1,xlmr,worst5,bam,0.9995375168629181
1,xlmr,worst5,fon,0.9996069570382436
1,xlmr,worst5,yor,0.9997692849391546
1,xlmr,worst5,ewe,0.9997811462634649
1,xlmr,worst5,ibo,0.9997900166572669
2,xlmr,top5,kin,0.999995754315303
2,xlmr,top5,nya,0.9999945140801944
2,xlmr,top5,lug,0.9999942680199941
2,xlmr,top5,tsn,0.9999938515516428
2,xlmr,top5,luo,0.9999933808277814
2,xlmr,worst5,bam,0.9999690445569845
2,xlmr,worst5,fon,0.9999747795936389
2,xlmr,worst5,yor,0.9999798031953665
2,xlmr,worst5,mos,0.9999822202401284
2,xlmr,worst5,bbj,0.9999828934669495
3,xlmr,top5,lug,0.9999958475430807
3,xlmr,top5,kin,0.9999958253823794
3,xlmr,top5,xho,0.9999954761602939
3,xlmr,top5,zul,0.9999947066490467
3,xlmr,top5,sna,0.9999946799033728
3,xlmr,worst5,pcm,0.999974691714996
3,xlmr,worst5,swa,0.9999824915176783
3,xlmr,worst5,fon,0.9999871338025118
3,xlmr,worst5,yor,0.9999873332488232
3,xlmr,worst5,bam,0.99998906484017
4,xlmr,top5,xho,0.999997622691668
4,xlmr,top5,zul,0.9999974775008666
4,xlmr,top5,wol,0.999995502905968
4,xlmr,top5,mos,0.999995266015713
4,xlmr,top5,twi,0.9999951315231812
4,xlmr,worst5,nya,0.9999890465002793
4,xlmr,worst5,kin,0.999990137723776
4,xlmr,worst5,bbj,0.999990796431517
4,xlmr,worst5,pcm,0.9999908499228649
4,xlmr,worst5,sna,0.9999909721888028
5,xlmr,top5,lug,0.9999875505015535
5,xlmr,top5,sna,0.9999860592608182
5,xlmr,top5,kin,0.9999854418466676
5,xlmr,top5,xho,0.9999852349173348
5,xlmr,top5,zul,0.9999845646462351
5,xlmr,worst5,bam,0.9999650941704804
5,xlmr,worst5,fon,0.9999667484805269
5,xlmr,worst5,pcm,0.999973328608387
5,xlmr,worst5,swa,0.9999761997528795
5,xlmr,worst5,bbj,0.9999776392612817
6,xlmr,top5,lug,0.9999993735889219
6,xlmr,top5,sna,0.999999297115038
6,xlmr,top5,kin,0.9999992206411542
6,xlmr,top5,xho,0.9999992172673063
6,xlmr,top5,zul,0.9999991610365094
6,xlmr,worst5,bam,0.9999972863017388
6,xlmr,worst5,fon,0.9999981365113888
6,xlmr,worst5,pcm,0.9999985233792719
6,xlmr,worst5,swa,0.9999985492454385
6,xlmr,worst5,bbj,0.9999986448377933
7,xlmr,top5,ibo,0.9999966323375702
7,xlmr,top5,yor,0.9999954402446747
7,xlmr,top5,nya,0.9999946693204483
7,xlmr,top5,fon,0.9999945242449922
7,xlmr,top5,kin,0.999994196981754
7,xlmr,worst5,bam,0.9999879542386757
7,xlmr,worst5,twi,0.9999902563275032
7,xlmr,worst5,mos,0.9999906139553718
7,xlmr,worst5,swa,0.999991016567878
7,xlmr,worst5,hau,0.9999915721281519
8,xlmr,top5,kin,0.9999961313211693
8,xlmr,top5,sna,0.9999958805318149
8,xlmr,top5,nya,0.9999957759425325
8,xlmr,top5,wol,0.9999953834515698
8,xlmr,top5,fon,0.9999951697745413
8,xlmr,worst5,swa,0.9999770342179064
8,xlmr,worst5,tsn,0.9999878108501434
8,xlmr,worst5,mos,0.9999882940735135
8,xlmr,worst5,pcm,0.9999892970301071
8,xlmr,worst5,hau,0.9999906229522993
9,xlmr,top5,zul,0.9999990463256836
9,xlmr,top5,nya,0.9999988079071045
9,xlmr,top5,ibo,0.9999986886978149
9,xlmr,top5,fon,0.9999978958435778
9,xlmr,top5,yor,0.9999977946281433
9,xlmr,worst5,ewe,0.9999920002051762
9,xlmr,worst5,swa,0.9999922896331211
9,xlmr,worst5,mos,0.9999932412590299
9,xlmr,worst5,pcm,0.9999937159674508
9,xlmr,worst5,tsn,0.9999937415122986
10,xlmr,top5,nya,0.9999959766864777
10,xlmr,top5,zul,0.9999959468841553
10,xlmr,top5,yor,0.999995082616806
10,xlmr,top5,ibo,0.9999920129776001
10,xlmr,top5,fon,0.9999915811250795
10,xlmr,worst5,pcm,0.9999276250600815
10,xlmr,worst5,tsn,0.9999523460865021
10,xlmr,worst5,luo,0.9999666086265019
10,xlmr,worst5,lug,0.9999742997544152
10,xlmr,worst5,mos,0.9999770947865078
11,xlmr,top5,swa,0.9999880194664001
11,xlmr,top5,sna,0.9999865314790181
11,xlmr,top5,kin,0.9999808073043823
11,xlmr,top5,nya,0.9999777674674988
11,xlmr,top5,fon,0.999973714351654
11,xlmr,worst5,ibo,0.9999259114265442
11,xlmr,worst5,luo,0.9999345221689769
11,xlmr,worst5,mos,0.9999395992074694
11,xlmr,worst5,yor,0.9999445974826813
11,xlmr,worst5,tsn,0.9999512434005737
12,xlmr,top5,ibo,0.9991707503795624
12,xlmr,top5,tsn,0.9990409314632416
12,xlmr,top5,kin,0.9990063309669495
12,xlmr,top5,wol,0.9987635612487793
12,xlmr,top5,yor,0.9987014532089233
12,xlmr,worst5,twi,0.9854292273521423
12,xlmr,worst5,swa,0.9892928004264832
12,xlmr,worst5,bam,0.9921379685401917
12,xlmr,worst5,ewe,0.9943769446441105
12,xlmr,worst5,pcm,0.9948237197739738
