layer,model,rank_type,language,cosine
1,xlmr,top5,lug,0.9999651082980088
1,xlmr,top5,kin,0.9999599768445383
1,xlmr,top5,nya,0.9999579389890035
1,xlmr,top5,sna,0.9999539088579564
1,xlmr,top5,pcm,0.9999441605767393
1,xlmr,worst5,bam,0.9996060783566992
1,xlmr,worst5,fon,0.9996391425724902
1,xlmr,worst5,ibo,0.9997869371588713
1,xlmr,worst5,ewe,0.9998084010641559
1,xlmr,worst5,wol,0.999808624678967
2,xlmr,top5,lug,0.9999965285164079
2,xlmr,top5,kin,0.9999962515301175
2,xlmr,top5,nya,0.9999958790984809
2,xlmr,top5,tsn,0.9999951930607066
2,xlmr,top5,sna,0.999994478584115
2,xlmr,worst5,bam,0.9999748647602555
2,xlmr,worst5,fon,0.9999767253601474
2,xlmr,worst5,ibo,0.9999828229542651
2,xlmr,worst5,mos,0.9999838938900069
2,xlmr,worst5,yor,0.9999840941304475
3,xlmr,top5,kin,0.9999968915982963
3,xlmr,top5,lug,0.9999965121543485
3,xlmr,top5,nya,0.9999960711578918
3,xlmr,top5,xho,0.9999959098747353
3,xlmr,top5,zul,0.9999958385829053
3,xlmr,worst5,pcm,0.9999796767639958
3,xlmr,worst5,swa,0.9999840614063288
3,xlmr,worst5,fon,0.9999880179081088
3,xlmr,worst5,ewe,0.9999900888773351
3,xlmr,worst5,bbj,0.9999908006269168
4,xlmr,top5,xho,0.9999981292712143
4,xlmr,top5,nya,0.9999976536027746
4,xlmr,top5,lug,0.9999976146454904
4,xlmr,top5,ibo,0.9999975425745148
4,xlmr,top5,zul,0.9999973618127163
4,xlmr,worst5,pcm,0.999991264997744
4,xlmr,worst5,swa,0.999993378819983
4,xlmr,worst5,fon,0.9999941525116466
4,xlmr,worst5,bbj,0.9999944232647715
4,xlmr,worst5,bam,0.9999948708839665
5,xlmr,top5,lug,0.9999937263189578
5,xlmr,top5,xho,0.9999921769877664
5,xlmr,top5,kin,0.999990804912218
5,xlmr,top5,zul,0.9999903592408872
5,xlmr,top5,nya,0.9999902384733063
5,xlmr,worst5,bam,0.9999777674674988
5,xlmr,worst5,fon,0.9999780093922335
5,xlmr,worst5,twi,0.9999793853635103
5,xlmr,worst5,hau,0.9999835385995752
5,xlmr,worst5,bbj,0.9999837135177811
6,xlmr,top5,lug,0.9999996715900945
6,xlmr,top5,xho,0.9999995901693706
6,xlmr,top5,kin,0.9999995488746494
6,xlmr,top5,nya,0.999999542251911
6,xlmr,top5,zul,0.9999995145922392
6,xlmr,worst5,bam,0.9999986353263356
6,xlmr,worst5,fon,0.9999987210323608
6,xlmr,worst5,twi,0.9999987533669067
6,xlmr,worst5,bbj,0.9999990311323428
6,xlmr,worst5,hau,0.9999991055407556
7,xlmr,top5,ibo,0.9999974167424869
7,xlmr,top5,xho,0.9999972402659896
7,xlmr,top5,zul,0.9999969660067091
7,xlmr,top5,tsn,0.9999966422716776
7,xlmr,top5,lug,0.9999962585424286
7,xlmr,worst5,hau,0.9999903779403836
7,xlmr,worst5,twi,0.9999916853468402
7,xlmr,worst5,ewe,0.999992820172528
7,xlmr,worst5,sna,0.9999929389922447
7,xlmr,worst5,mos,0.9999935432197222
8,xlmr,top5,zul,0.9999955101729998
8,xlmr,top5,lug,0.9999953940802929
8,xlmr,top5,xho,0.9999953340860753
8,xlmr,top5,ibo,0.9999951665697534
8,xlmr,top5,tsn,0.9999951303394792
8,xlmr,worst5,hau,0.9999799241427503
8,xlmr,worst5,bbj,0.9999845078568054
8,xlmr,worst5,ewe,0.9999883093085944
8,xlmr,worst5,mos,0.9999886961544261
8,xlmr,worst5,yor,0.9999902283444124
9,xlmr,top5,lug,0.9999989820915518
9,xlmr,top5,sna,0.9999987546680043
9,xlmr,top5,nya,0.9999985903212167
9,xlmr,top5,fon,0.9999984300252304
9,xlmr,top5,tsn,0.9999983669484703
9,xlmr,worst5,bam,0.9999957889029123
9,xlmr,worst5,luo,0.9999964358737168
9,xlmr,worst5,pcm,0.9999967645672918
9,xlmr,worst5,twi,0.999996840375141
9,xlmr,worst5,ewe,0.9999972211504445
10,xlmr,top5,xho,0.9999977755315096
10,xlmr,top5,ewe,0.9999967778770669
10,xlmr,top5,fon,0.9999960817179634
10,xlmr,top5,yor,0.9999960770884764
10,xlmr,top5,ibo,0.9999958722336778
10,xlmr,worst5,pcm,0.9999644738956562
10,xlmr,worst5,lug,0.999983071123512
10,xlmr,worst5,tsn,0.9999835236558636
10,xlmr,worst5,swa,0.9999865073602177
10,xlmr,worst5,bbj,0.9999880212024578
11,xlmr,top5,twi,0.999978361199203
11,xlmr,top5,xho,0.9999750997256307
11,xlmr,top5,ewe,0.9999728526883912
11,xlmr,top5,bam,0.9999716096711391
11,xlmr,top5,hau,0.9999711368847819
11,xlmr,worst5,nya,0.9999186141977032
11,xlmr,worst5,luo,0.9999338029657753
11,xlmr,worst5,fon,0.9999389347520847
11,xlmr,worst5,yor,0.9999410625800346
11,xlmr,worst5,mos,0.9999460971471176
12,xlmr,top5,sna,0.9996680958757123
12,xlmr,top5,pcm,0.998989003375896
12,xlmr,top5,twi,0.9989181519712059
12,xlmr,top5,mos,0.9988680771253642
12,xlmr,top5,hau,0.9988650459687687
12,xlmr,worst5,zul,0.9814796644507102
12,xlmr,worst5,xho,0.9923823209642206
12,xlmr,worst5,fon,0.9955600424877649
12,xlmr,worst5,bam,0.996930926170164
12,xlmr,worst5,ewe,0.9970287321840675
