layer,model,rank_type,language,pearson
2,xlmr,top5,nya,0.9999924234177135
2,xlmr,top5,kin,0.9999922456133841
2,xlmr,top5,lug,0.9999922229442468
2,xlmr,top5,tsn,0.9999907966620332
2,xlmr,top5,luo,0.9999904634829284
2,xlmr,worst5,bam,0.9999699476178515
2,xlmr,worst5,fon,0.9999734748060398
2,xlmr,worst5,yor,0.9999782062518573
2,xlmr,worst5,ibo,0.9999799648658494
2,xlmr,worst5,ewe,0.9999803262318095
3,xlmr,top5,lug,0.9999966875730074
3,xlmr,top5,nya,0.9999958208988351
3,xlmr,top5,kin,0.999995451136899
3,xlmr,top5,sna,0.9999951672400599
3,xlmr,top5,zul,0.99999494645808
3,xlmr,worst5,pcm,0.9999811999321127
3,xlmr,worst5,fon,0.9999863757966566
3,xlmr,worst5,swa,0.9999881868306482
3,xlmr,worst5,bam,0.999989581479562
3,xlmr,worst5,yor,0.9999900829253616
10,xlmr,top5,zul,0.9999915992894282
10,xlmr,top5,xho,0.9999910766896762
10,xlmr,top5,lug,0.9999899268494138
10,xlmr,top5,ibo,0.9999896169942555
10,xlmr,top5,sna,0.9999890401529646
10,xlmr,worst5,pcm,0.9999570905744092
10,xlmr,worst5,mos,0.9999797964383046
10,xlmr,worst5,wol,0.9999812498869994
10,xlmr,worst5,bbj,0.9999813148468415
10,xlmr,worst5,swa,0.9999819408160768
12,xlmr,top5,ewe,0.997592790656495
12,xlmr,top5,nya,0.9973664985178348
12,xlmr,top5,wol,0.9971810808218973
12,xlmr,top5,tsn,0.997111063625699
12,xlmr,top5,sna,0.9969076635379392
12,xlmr,worst5,xho,0.9938361523732194
12,xlmr,worst5,bbj,0.9948694346237992
12,xlmr,worst5,mos,0.9949259925569299
12,xlmr,worst5,ibo,0.9950617751501193
12,xlmr,worst5,fon,0.9955800814523315
