layer,model,rank_type,language,pearson
2,xlmr,top5,tsn,0.9999870631320792
2,xlmr,top5,kin,0.9999847024617744
2,xlmr,top5,nya,0.9999832416072533
2,xlmr,top5,zul,0.9999820692952455
2,xlmr,top5,twi,0.9999820480800036
2,xlmr,worst5,bam,0.9999259335943046
2,xlmr,worst5,fon,0.9999288388635967
2,xlmr,worst5,bbj,0.9999347082772814
2,xlmr,worst5,hau,0.9999459201235039
2,xlmr,worst5,pcm,0.9999459450411036
3,xlmr,top5,kin,0.9999926262333093
3,xlmr,top5,twi,0.9999923463523868
3,xlmr,top5,tsn,0.9999921401429708
3,xlmr,top5,ewe,0.9999920808349148
3,xlmr,top5,luo,0.9999918321199723
3,xlmr,worst5,bbj,0.9999760175843475
3,xlmr,worst5,fon,0.9999767389975015
3,xlmr,worst5,bam,0.9999779639779701
3,xlmr,worst5,pcm,0.9999799324042377
3,xlmr,worst5,wol,0.9999815149470386
10,xlmr,top5,tsn,0.9999981509650466
10,xlmr,top5,swa,0.9999977687945562
10,xlmr,top5,luo,0.9999976260214454
10,xlmr,top5,kin,0.9999974779455298
10,xlmr,top5,sna,0.9999972403204738
10,xlmr,worst5,fon,0.9999642808607635
10,xlmr,worst5,hau,0.9999872098166952
10,xlmr,worst5,pcm,0.9999899032402388
10,xlmr,worst5,ibo,0.9999910482920912
10,xlmr,worst5,bbj,0.9999912344744919
12,xlmr,top5,nya,0.9999192348378418
12,xlmr,top5,kin,0.9999138918242315
12,xlmr,top5,sna,0.9999092312338244
12,xlmr,top5,luo,0.9999088970362824
12,xlmr,top5,tsn,0.9999035278354969
12,xlmr,worst5,hau,0.9958050851908822
12,xlmr,worst5,fon,0.9990593149661218
12,xlmr,worst5,pcm,0.999329416207618
12,xlmr,worst5,swa,0.9997050834807649
12,xlmr,worst5,bbj,0.999713525103135
