layer,model,rank_type,language,cosine
1,xlmr,top5,kin,0.9999686181545258
1,xlmr,top5,lug,0.9999684542417526
1,xlmr,top5,nya,0.9999602735042572
1,xlmr,top5,sna,0.9999568164348602
1,xlmr,top5,tsn,0.999950647354126
1,xlmr,worst5,fon,0.9997439235448837
1,xlmr,worst5,bam,0.9997719824314117
1,xlmr,worst5,hau,0.9998510479927063
1,xlmr,worst5,wol,0.9998634159564972
1,xlmr,worst5,ibo,0.9998649507761002
2,xlmr,top5,kin,0.999996691942215
2,xlmr,top5,sna,0.9999960064888
2,xlmr,top5,nya,0.9999959170818329
2,xlmr,top5,luo,0.9999954104423523
2,xlmr,top5,zul,0.9999941885471344
2,xlmr,worst5,fon,0.9999825060367584
2,xlmr,worst5,bam,0.9999847114086151
2,xlmr,worst5,swa,0.9999854415655136
2,xlmr,worst5,hau,0.9999864846467972
2,xlmr,worst5,pcm,0.9999879598617554
3,xlmr,top5,sna,0.9999955296516418
3,xlmr,top5,zul,0.9999950528144836
3,xlmr,top5,kin,0.9999949485063553
3,xlmr,top5,xho,0.9999948143959045
3,xlmr,top5,wol,0.9999933391809464
3,xlmr,worst5,pcm,0.99997478723526
3,xlmr,worst5,swa,0.9999813884496689
3,xlmr,worst5,tsn,0.9999876916408539
3,xlmr,worst5,ewe,0.9999884516000748
3,xlmr,worst5,luo,0.9999901205301285
4,xlmr,top5,kin,0.9999978393316269
4,xlmr,top5,zul,0.9999972730875015
4,xlmr,top5,sna,0.9999971240758896
4,xlmr,top5,lug,0.9999969601631165
4,xlmr,top5,xho,0.9999964088201523
4,xlmr,worst5,pcm,0.9999907910823822
4,xlmr,worst5,swa,0.9999909400939941
4,xlmr,worst5,ewe,0.9999916702508926
4,xlmr,worst5,wol,0.999993622303009
4,xlmr,worst5,twi,0.9999938011169434
5,xlmr,top5,nya,0.9999933987855911
5,xlmr,top5,kin,0.999993160367012
5,xlmr,top5,sna,0.999992311000824
5,xlmr,top5,lug,0.9999921768903732
5,xlmr,top5,luo,0.999990701675415
5,xlmr,worst5,fon,0.9999784380197525
5,xlmr,worst5,hau,0.9999829530715942
5,xlmr,worst5,swa,0.9999840408563614
5,xlmr,worst5,pcm,0.9999843388795853
5,xlmr,worst5,twi,0.9999861717224121
6,xlmr,top5,kin,0.9999996572732925
6,xlmr,top5,nya,0.999999612569809
6,xlmr,top5,sna,0.9999995678663254
6,xlmr,top5,lug,0.9999995678663254
6,xlmr,top5,wol,0.9999995231628418
6,xlmr,worst5,fon,0.9999987781047821
6,xlmr,worst5,hau,0.9999990165233612
6,xlmr,worst5,swa,0.9999990612268448
6,xlmr,worst5,pcm,0.9999991655349731
6,xlmr,worst5,bbj,0.9999991804361343
7,xlmr,top5,zul,0.9999983459711075
7,xlmr,top5,luo,0.9999982714653015
7,xlmr,top5,xho,0.9999980032444
7,xlmr,top5,ibo,0.9999976754188538
7,xlmr,top5,pcm,0.9999974519014359
7,xlmr,worst5,hau,0.9999922662973404
7,xlmr,worst5,fon,0.9999934285879135
7,xlmr,worst5,ewe,0.999995082616806
7,xlmr,worst5,mos,0.9999959021806717
7,xlmr,worst5,bbj,0.9999959319829941
8,xlmr,top5,zul,0.9999986439943314
8,xlmr,top5,xho,0.9999981820583344
8,xlmr,top5,kin,0.9999978095293045
8,xlmr,top5,luo,0.9999977499246597
8,xlmr,top5,nya,0.9999977350234985
8,xlmr,worst5,hau,0.999943345785141
8,xlmr,worst5,bam,0.9999717324972153
8,xlmr,worst5,pcm,0.9999832510948181
8,xlmr,worst5,ewe,0.9999854564666748
8,xlmr,worst5,lug,0.9999877661466599
9,xlmr,top5,zul,0.9999992549419403
9,xlmr,top5,luo,0.999999150633812
9,xlmr,top5,xho,0.9999988824129105
9,xlmr,top5,ibo,0.9999985694885254
9,xlmr,top5,tsn,0.9999980926513672
9,xlmr,worst5,hau,0.9999881386756897
9,xlmr,worst5,bam,0.9999934732913971
9,xlmr,worst5,ewe,0.9999938607215881
9,xlmr,worst5,bbj,0.9999945014715195
9,xlmr,worst5,fon,0.9999947100877762
10,xlmr,top5,ibo,0.9999983310699463
10,xlmr,top5,sna,0.9999982913335165
10,xlmr,top5,nya,0.9999981125195821
10,xlmr,top5,wol,0.9999978144963583
10,xlmr,top5,twi,0.9999976555506388
10,xlmr,worst5,hau,0.9999910394350687
10,xlmr,worst5,bam,0.9999917149543762
10,xlmr,worst5,bbj,0.9999944567680359
10,xlmr,worst5,ewe,0.999995211760203
10,xlmr,worst5,tsn,0.9999954303105673
11,xlmr,top5,zul,0.9999915361404419
11,xlmr,top5,ewe,0.9999903440475464
11,xlmr,top5,twi,0.999989926815033
11,xlmr,top5,tsn,0.999989906946818
11,xlmr,top5,bam,0.9999890724817911
11,xlmr,worst5,yor,0.9999598860740662
11,xlmr,worst5,swa,0.9999645948410034
11,xlmr,worst5,pcm,0.9999668796857198
11,xlmr,worst5,luo,0.9999672373135885
11,xlmr,worst5,lug,0.9999737938245138
12,xlmr,top5,nya,0.9998577237129211
12,xlmr,top5,sna,0.9998118281364441
12,xlmr,top5,pcm,0.9997710386912028
12,xlmr,top5,swa,0.9997662305831909
12,xlmr,top5,twi,0.9997530976931254
12,xlmr,worst5,zul,0.9929979840914408
12,xlmr,worst5,xho,0.997429092725118
12,xlmr,worst5,tsn,0.9980301658312479
12,xlmr,worst5,fon,0.9987078706423441
12,xlmr,worst5,kin,0.9990337491035461
